Data,Descripcio_torn,temperature_2m,precipitation,rain,wind_speed_10m,weather_code
2022-01-19,Tarda,10.6625,0.0,0.0,7.375,3
2022-01-20,Matí,5.3625,0.0,0.0,8.3125,0
2022-01-20,Nit,5.4625,0.0,0.0,8.075,3
2022-01-20,Tarda,11.1875,0.0,0.0,10.575,1
2022-01-21,Matí,5.925,0.0,0.0,8.575,3
2022-01-21,Nit,5.4125,0.8,0.8,7.575,53
2022-01-21,Tarda,9.85,0.7,0.7,7.125,51
2022-01-22,Matí,3.8625,0.0,0.0,10.3125,0
2022-01-22,Nit,4.95,0.2,0.2,7.9,51
2022-01-22,Tarda,9.275,0.0,0.0,8.875,0
2022-01-23,Matí,4.225,0.0,0.0,6.85,0
2022-01-23,Nit,3.525,0.0,0.0,8.8375,0
2022-01-23,Tarda,10.6125,0.0,0.0,8.6125,0
2022-01-24,Matí,4.3375,0.0,0.0,8.5875,0
2022-01-24,Nit,3.6625,0.0,0.0,8.3875,0
2022-01-24,Tarda,11.0375,0.0,0.0,7.1625,0
2022-01-25,Matí,4.75,0.0,0.0,6.9125,0
2022-01-25,Nit,3.5374999999999996,0.0,0.0,8.2625,0
2022-01-25,Tarda,11.075,0.0,0.0,8.8875,0
2022-01-26,Matí,4.9875,0.0,0.0,6.625,0
2022-01-26,Nit,3.925,0.0,0.0,9.2,0
2022-01-26,Tarda,11.6625,0.0,0.0,8.674999999999999,0
2022-01-27,Matí,6.2,0.0,0.0,9.0625,0
2022-01-27,Nit,4.8625,0.0,0.0,10.7875,0
2022-01-27,Tarda,11.925,0.0,0.0,8.1625,0
2022-01-28,Matí,6.1625,0.0,0.0,11.6375,3
2022-01-28,Nit,4.1375,0.0,0.0,10.4125,0
2022-01-28,Tarda,13.612499999999999,0.0,0.0,6.75,0
2022-01-29,Matí,6.525,0.0,0.0,10.012500000000001,1
2022-01-29,Nit,5.3625,0.0,0.0,11.475,0
2022-01-29,Tarda,12.5,0.0,0.0,7.9625,0
2022-01-30,Matí,6.55,0.0,0.0,9.8375,0
2022-01-30,Nit,4.975,0.0,0.0,9.95,0
2022-01-30,Tarda,14.35,0.0,0.0,5.4625,0
2022-01-31,Matí,6.574999999999999,0.0,0.0,11.3125,2
2022-01-31,Nit,5.7375,0.0,0.0,9.4875,0
2022-01-31,Tarda,11.8125,0.0,0.0,8.3125,2
2022-02-01,Matí,7.9625,0.0,0.0,5.725,3
2022-02-01,Nit,8.6875,0.0,0.0,5.525,1
2022-02-01,Tarda,13.25,0.0,0.0,7.375,2
2022-02-02,Matí,9.8375,0.0,0.0,10.700000000000001,1
2022-02-02,Nit,8.5625,0.0,0.0,8.0375,1
2022-02-02,Tarda,12.6625,0.0,0.0,9.15,0
2022-02-03,Matí,8.325,0.0,0.0,7.5875,3
2022-02-03,Nit,7.375,0.0,0.0,7.1875,3
2022-02-03,Tarda,14.625,0.0,0.0,10.8,3
2022-02-04,Matí,7.9,0.0,0.0,7.425,3
2022-02-04,Nit,9.55,0.1,0.1,5.9375,51
2022-02-04,Tarda,13.3625,0.0,0.0,9.8,3
2022-02-05,Matí,10.2875,0.0,0.0,5.675,3
2022-02-05,Nit,9.95,0.6,0.6,4.3375,53
2022-02-05,Tarda,12.325,0.2,0.2,5.225,51
2022-02-06,Matí,8.55,0.0,0.0,11.2125,3
2022-02-06,Nit,7.7625,0.0,0.0,7.2875,3
2022-02-06,Tarda,12.4125,0.0,0.0,12.375,3
2022-02-07,Matí,7.975,0.0,0.0,12.15,1
2022-02-07,Nit,6.0125,0.0,0.0,8.7125,2
2022-02-07,Tarda,13.45,0.0,0.0,7.4125,3
2022-02-08,Matí,7.675000000000001,0.0,0.0,5.4375,3
2022-02-08,Nit,7.7,0.0,0.0,6.625,2
2022-02-08,Tarda,13.45,0.0,0.0,12.9625,1
2022-02-09,Matí,6.525,0.0,0.0,7.0625,3
2022-02-09,Nit,6.35,0.0,0.0,5.9875,2
2022-02-09,Tarda,12.4875,0.0,0.0,13.262500000000001,0
2022-02-10,Matí,6.3125,0.0,0.0,6.8125,0
2022-02-10,Nit,5.375,0.0,0.0,6.5874999999999995,0
2022-02-10,Tarda,12.45,0.0,0.0,10.9125,0
2022-02-11,Matí,7.8125,0.0,0.0,5.675,3
2022-02-11,Nit,5.975,0.0,0.0,6.3375,2
2022-02-11,Tarda,13.65,0.0,0.0,9.9625,3
2022-02-12,Matí,8.975,0.30000000000000004,0.30000000000000004,7.05,51
2022-02-12,Nit,7.75,2.5,2.5,5.725,61
2022-02-12,Tarda,10.85,1.7999999999999998,1.7999999999999998,6.1625,55
2022-02-13,Matí,11.2625,0.1,0.1,9.05,51
2022-02-13,Nit,9.7625,0.30000000000000004,0.30000000000000004,6.8875,51
2022-02-13,Tarda,13.3875,0.1,0.1,21.3875,51
2022-02-14,Matí,11.9375,0.0,0.0,8.325000000000001,3
2022-02-14,Nit,11.2,0.2,0.2,10.075000000000001,51
2022-02-14,Tarda,13.825,0.2,0.2,13.9625,51
2022-02-15,Matí,8.05,0.0,0.0,12.5625,3
2022-02-15,Nit,7.5125,0.0,0.0,8.8375,3
2022-02-15,Tarda,14.7875,0.0,0.0,10.924999999999999,3
2022-02-16,Matí,8.6625,0.0,0.0,8.1,3
2022-02-16,Nit,7.9,0.0,0.0,9.2125,3
2022-02-16,Tarda,14.3125,0.0,0.0,9.6625,3
2022-02-17,Matí,9.675,0.0,0.0,8.4375,3
2022-02-17,Nit,8.4375,0.0,0.0,6.7625,3
2022-02-17,Tarda,17.075,0.0,0.0,7.3500000000000005,1
2022-02-18,Matí,10.3375,0.0,0.0,9.5,0
2022-02-18,Nit,9.025,0.0,0.0,6.3875,1
2022-02-18,Tarda,16.0125,0.0,0.0,15.674999999999999,3
2022-02-19,Matí,10.7625,0.4,0.4,5.1125,51
2022-02-19,Nit,9.35,0.0,0.0,6.6125,3
2022-02-19,Tarda,11.5125,2.9,2.9,5.0375,53
2022-02-20,Matí,7.7125,0.0,0.0,9.775,0
2022-02-20,Nit,7.4125,0.0,0.0,6.325,2
2022-02-20,Tarda,13.425,0.0,0.0,9.7625,1
2022-02-21,Matí,9.025,0.0,0.0,9.1,2
2022-02-21,Nit,6.8625,0.0,0.0,6.737500000000001,3
2022-02-21,Tarda,16.962500000000002,0.0,0.0,12.225,0
2022-02-22,Matí,9.025,0.0,0.0,8.5375,1
2022-02-22,Nit,8.25,0.0,0.0,8.7,0
2022-02-22,Tarda,13.3625,0.0,0.0,9.0,1
2022-02-23,Matí,8.6875,0.0,0.0,6.8125,0
2022-02-23,Nit,7.7625,0.0,0.0,6.575,3
2022-02-23,Tarda,14.2625,0.0,0.0,15.1625,3
2022-02-24,Matí,10.5125,0.0,0.0,6.0375,3
2022-02-24,Nit,9.6625,0.0,0.0,5.7,3
2022-02-24,Tarda,14.8875,0.0,0.0,14.1875,3
2022-02-25,Matí,9.575,0.0,0.0,5.3875,3
2022-02-25,Nit,10.0375,0.0,0.0,5.1125,3
2022-02-25,Tarda,12.95,0.4,0.4,11.2875,51
2022-02-26,Matí,9.9125,0.0,0.0,14.0625,3
2022-02-26,Nit,10.0375,0.5,0.5,4.4375,51
2022-02-26,Tarda,11.9125,0.0,0.0,7.275,3
2022-02-27,Matí,9.475,0.0,0.0,5.6125,3
2022-02-27,Nit,8.7125,0.0,0.0,5.4125,3
2022-02-27,Tarda,13.1375,0.0,0.0,13.7125,3
2022-02-28,Matí,10.9,0.0,0.0,9.0125,3
2022-02-28,Nit,10.3875,0.0,0.0,6.0375,3
2022-02-28,Tarda,12.975,0.0,0.0,11.8125,3
2022-03-01,Matí,8.5125,0.0,0.0,8.525,1
2022-03-01,Nit,7.575,0.0,0.0,6.6875,3
2022-03-01,Tarda,13.875,0.0,0.0,12.762500000000001,3
2022-03-02,Matí,8.7375,0.0,0.0,4.85,3
2022-03-02,Nit,8.8125,0.0,0.0,6.325,3
2022-03-02,Tarda,13.6875,1.9000000000000001,1.9000000000000001,15.45,55
2022-03-03,Matí,9.7375,0.0,0.0,8.175,1
2022-03-03,Nit,10.125,0.0,0.0,5.125,3
2022-03-03,Tarda,14.3375,0.0,0.0,17.3875,3
2022-03-04,Matí,10.2625,0.0,0.0,6.2625,3
2022-03-04,Nit,9.4875,0.0,0.0,6.1,3
2022-03-04,Tarda,14.55,0.1,0.1,14.0875,51
2022-03-05,Matí,10.5125,2.1,2.1,5.0625,61
2022-03-05,Nit,10.3,0.0,0.0,6.7,3
2022-03-05,Tarda,13.7625,0.2,0.2,15.0875,51
2022-03-06,Matí,9.8875,4.8,4.8,7.237500000000001,61
2022-03-06,Nit,9.8,1.0,1.0,4.7875,53
2022-03-06,Tarda,11.1875,0.0,0.0,8.6875,3
2022-03-07,Matí,10.15,1.0,1.0,6.4624999999999995,53
2022-03-07,Nit,9.175,0.0,0.0,4.8875,3
2022-03-07,Tarda,11.8625,0.0,0.0,8.5875,2
2022-03-08,Matí,8.7375,0.0,0.0,8.3375,3
2022-03-08,Nit,7.7125,0.2,0.2,5.1875,51
2022-03-08,Tarda,11.075000000000001,3.1,3.1,11.15,55
2022-03-09,Matí,9.3625,0.1,0.1,6.9375,51
2022-03-09,Nit,9.5125,7.9,7.9,3.1875,63
2022-03-09,Tarda,12.0125,0.0,0.0,8.3375,2
2022-03-10,Matí,9.6,0.30000000000000004,0.30000000000000004,5.625,51
2022-03-10,Nit,8.1,0.0,0.0,4.975,3
2022-03-10,Tarda,13.1625,0.3,0.3,16.875,51
2022-03-11,Matí,11.3875,0.5,0.5,9.537500000000001,51
2022-03-11,Nit,10.674999999999999,0.6,0.6,5.325,53
2022-03-11,Tarda,13.0125,1.2000000000000002,1.2000000000000002,13.9375,51
2022-03-12,Matí,11.6375,8.0,8.0,9.725,61
2022-03-12,Nit,11.1125,7.5,7.5,7.7625,63
2022-03-12,Tarda,11.9125,11.5,11.5,11.05,63
2022-03-13,Matí,10.4875,0.6,0.6,4.4125,53
2022-03-13,Nit,8.4,0.0,0.0,7.95,3
2022-03-13,Tarda,13.475,0.1,0.1,6.3999999999999995,51
2022-03-14,Matí,11.9875,1.6,1.6,23.9,53
2022-03-14,Nit,11.7875,0.2,0.2,17.7125,51
2022-03-14,Tarda,13.7,0.0,0.0,33.1625,3
2022-03-15,Matí,14.4,0.0,0.0,28.425,3
2022-03-15,Nit,13.65,0.0,0.0,25.8,3
2022-03-15,Tarda,14.1375,0.0,0.0,28.55,3
2022-03-16,Matí,13.7875,0.0,0.0,26.5375,3
2022-03-16,Nit,13.3125,0.0,0.0,24.0875,3
2022-03-16,Tarda,14.9375,0.0,0.0,29.7,3
2022-03-17,Matí,14.0875,0.0,0.0,21.6625,3
2022-03-17,Nit,13.7,0.0,0.0,21.3625,3
2022-03-17,Tarda,14.95,0.1,0.1,23.8625,51
2022-03-18,Matí,13.9,0.1,0.1,24.7125,51
2022-03-18,Nit,13.1625,1.7000000000000002,1.7000000000000002,19.2375,55
2022-03-18,Tarda,14.825,0.0,0.0,22.6125,3
2022-03-19,Matí,12.3375,0.7,0.7,24.2875,51
2022-03-19,Nit,12.025,0.0,0.0,16.925,3
2022-03-19,Tarda,13.6875,0.1,0.1,22.0,51
2022-03-20,Matí,12.5,0.0,0.0,17.5625,3
2022-03-20,Nit,11.1875,0.1,0.1,11.6,51
2022-03-20,Tarda,13.425,2.5,2.5,14.8125,53
2022-03-21,Matí,12.8125,0.1,0.1,21.0375,51
2022-03-21,Nit,12.175,0.5,0.5,16.9125,51
2022-03-21,Tarda,13.125,0.5,0.5,28.3125,51
2022-03-22,Matí,10.5125,1.7,1.7,18.325,53
2022-03-22,Nit,10.9125,0.1,0.1,16.75,51
2022-03-22,Tarda,12.5125,0.1,0.1,22.6125,51
2022-03-23,Matí,10.925,0.0,0.0,19.35,3
2022-03-23,Nit,9.975,0.0,0.0,12.7625,3
2022-03-23,Tarda,12.975,0.0,0.0,23.825,3
2022-03-24,Matí,11.45,0.7,0.7,15.125,51
2022-03-24,Nit,10.3625,0.0,0.0,14.8125,3
2022-03-24,Tarda,13.05,0.0,0.0,16.0125,3
2022-03-25,Matí,12.3875,0.0,0.0,16.3,3
2022-03-25,Nit,10.9875,0.0,0.0,13.712499999999999,3
2022-03-25,Tarda,14.775,0.0,0.0,24.9375,3
2022-03-26,Matí,12.5625,0.2,0.2,19.4875,51
2022-03-26,Nit,11.175,1.5,1.5,13.4125,61
2022-03-26,Tarda,13.2125,6.4,6.4,16.8875,63
2022-03-27,Matí,13.75,0.0,0.0,14.087499999999999,1
2022-03-27,Nit,11.3,0.3,0.3,10.275,51
2022-03-27,Tarda,16.875,0.0,0.0,16.425,1
2022-03-28,Matí,12.3125,0.0,0.0,5.4,3
2022-03-28,Nit,10.4625,0.0,0.0,5.975,3
2022-03-28,Tarda,15.2,0.0,0.0,7.2625,3
2022-03-29,Matí,12.3125,0.0,0.0,8.2,3
2022-03-29,Nit,11.2625,0.2,0.2,8.4375,51
2022-03-29,Tarda,14.425,0.2,0.2,20.9,51
2022-03-30,Matí,12.1375,7.7,7.7,6.6625,63
2022-03-30,Nit,11.9375,11.4,11.4,11.025,63
2022-03-30,Tarda,12.975,1.4,1.4,8.475,51
2022-03-31,Matí,11.9125,2.7,2.7,7.1125,53
2022-03-31,Nit,11.4375,2.9,2.9,7.487500000000001,53
2022-03-31,Tarda,13.0125,0.2,0.2,9.775,51
2022-04-01,Matí,8.950000000000001,0.0,0.0,18.1875,0
2022-04-01,Nit,8.375,0.0,0.0,8.775,2
2022-04-01,Tarda,11.95,0.0,0.0,25.1625,0
2022-04-02,Matí,7.5625,0.2,0.2,17.2125,51
2022-04-02,Nit,5.8375,0.0,0.0,15.25,3
2022-04-02,Tarda,12.825,0.0,0.0,16.4125,2
2022-04-03,Matí,6.0875,1.2,1.2,4.6875,51
2022-04-03,Nit,5.2375,0.5,0.5,7.7625,53
2022-04-03,Tarda,6.5375,3.1999999999999997,2.4,7.824999999999999,73
2022-04-04,Matí,6.1375,0.0,0.0,7.2,3
2022-04-04,Nit,4.875,0.0,0.0,6.8625,3
2022-04-04,Tarda,11.3625,0.0,0.0,11.0625,3
2022-04-05,Matí,7.5,0.0,0.0,5.9625,3
2022-04-05,Nit,5.45,0.0,0.0,8.125,3
2022-04-05,Tarda,13.0375,0.0,0.0,9.0875,3
2022-04-06,Matí,10.9125,0.0,0.0,7.9625,3
2022-04-06,Nit,8.6625,0.0,0.0,5.525,3
2022-04-06,Tarda,13.6875,0.0,0.0,13.4625,3
2022-04-07,Matí,11.8,0.0,0.0,9.7,2
2022-04-07,Nit,8.9375,0.0,0.0,7.5875,3
2022-04-07,Tarda,18.9375,0.0,0.0,21.8625,3
2022-04-08,Matí,13.9375,0.0,0.0,11.4625,3
2022-04-08,Nit,12.175,0.0,0.0,9.1625,3
2022-04-08,Tarda,20.475,0.0,0.0,20.6375,3
2022-04-09,Matí,13.5625,0.0,0.0,16.0375,3
2022-04-09,Nit,15.2,0.0,0.0,13.549999999999999,3
2022-04-09,Tarda,14.1125,0.0,0.0,18.8125,3
2022-04-10,Matí,12.1125,0.0,0.0,6.3375,3
2022-04-10,Nit,10.05,0.0,0.0,6.5125,3
2022-04-10,Tarda,14.7,0.0,0.0,15.275,3
2022-04-11,Matí,12.125,0.0,0.0,8.6875,3
2022-04-11,Nit,10.6875,0.0,0.0,7.9,3
2022-04-11,Tarda,14.3625,0.0,0.0,20.525,3
2022-04-12,Matí,14.4625,0.30000000000000004,0.30000000000000004,25.775,51
2022-04-12,Nit,12.9,0.0,0.0,20.1,3
2022-04-12,Tarda,14.5,3.1,3.1,23.725,63
2022-04-13,Matí,13.875,5.3,5.3,23.9125,61
2022-04-13,Nit,13.675,2.7,2.7,15.075000000000001,61
2022-04-13,Tarda,14.975,0.8,0.8,22.5375,53
2022-04-14,Matí,16.2875,0.0,0.0,14.9625,2
2022-04-14,Nit,13.6875,0.0,0.0,8.0375,3
2022-04-14,Tarda,18.525,0.0,0.0,19.0375,3
2022-04-15,Matí,15.9625,0.0,0.0,8.0125,3
2022-04-15,Nit,13.35,0.0,0.0,5.575,3
2022-04-15,Tarda,18.9,0.0,0.0,10.0875,2
2022-04-16,Matí,17.2,0.0,0.0,7.5625,0
2022-04-16,Nit,13.9,0.0,0.0,7.5,0
2022-04-16,Tarda,20.125,0.0,0.0,13.775,1
2022-04-17,Matí,16.7875,0.0,0.0,6.5625,1
2022-04-17,Nit,13.8625,0.0,0.0,6.0,3
2022-04-17,Tarda,16.85,0.0,0.0,11.5375,3
2022-04-18,Matí,14.0875,0.0,0.0,7.5375,3
2022-04-18,Nit,12.0875,0.0,0.0,5.1125,3
2022-04-18,Tarda,16.1125,0.0,0.0,10.8875,3
2022-04-19,Matí,13.925,0.1,0.1,5.925000000000001,51
2022-04-19,Nit,13.0,0.0,0.0,4.525,3
2022-04-19,Tarda,15.75,0.6,0.6,8.925,51
2022-04-20,Matí,14.6625,0.0,0.0,24.4625,3
2022-04-20,Nit,13.575,1.7,1.7,14.9625,55
2022-04-20,Tarda,15.7375,1.5000000000000002,1.5000000000000002,30.3625,61
2022-04-21,Matí,12.4875,7.7,7.7,11.5125,61
2022-04-21,Nit,12.35,13.4,13.4,19.1875,63
2022-04-21,Tarda,15.1625,3.1999999999999997,3.1999999999999997,10.0875,61
2022-04-22,Matí,14.2625,0.0,0.0,11.625,3
2022-04-22,Nit,11.9125,0.0,0.0,6.425,3
2022-04-22,Tarda,16.6125,0.0,0.0,18.4875,3
2022-04-23,Matí,14.1,4.2,4.2,15.675,63
2022-04-23,Nit,12.7,0.0,0.0,9.8625,3
2022-04-23,Tarda,14.2375,2.9,2.9,22.3125,55
2022-04-24,Matí,14.9125,0.0,0.0,13.1625,3
2022-04-24,Nit,12.2625,0.0,0.0,16.6125,3
2022-04-24,Tarda,18.0875,0.0,0.0,12.8125,1
2022-04-25,Matí,13.7125,0.0,0.0,7.737500000000001,3
2022-04-25,Nit,12.7375,0.0,0.0,7.275,0
2022-04-25,Tarda,17.0375,0.0,0.0,11.25,3
2022-04-26,Matí,13.9625,0.0,0.0,6.65,3
2022-04-26,Nit,12.825,0.0,0.0,4.15,3
2022-04-26,Tarda,18.2625,0.0,0.0,12.9,3
2022-04-27,Matí,15.2,0.0,0.0,7.012499999999999,3
2022-04-27,Nit,12.725,0.0,0.0,5.825,3
2022-04-27,Tarda,16.7625,0.1,0.1,9.575,51
2022-04-28,Matí,15.837499999999999,0.0,0.0,9.5875,3
2022-04-28,Nit,13.475,0.0,0.0,6.7125,3
2022-04-28,Tarda,19.675,0.0,0.0,15.4875,3
2022-04-29,Matí,15.825,0.0,0.0,6.675000000000001,1
2022-04-29,Nit,13.5,0.0,0.0,6.1875,1
2022-04-29,Tarda,19.8125,0.0,0.0,12.4625,2
2022-04-30,Matí,17.275,0.0,0.0,7.55,3
2022-04-30,Nit,15.1625,0.0,0.0,7.0249999999999995,3
2022-04-30,Tarda,18.625,0.4,0.4,11.1875,51
2022-05-01,Matí,15.8625,0.0,0.0,9.35,3
2022-05-01,Nit,15.1875,0.1,0.1,4.3625,51
2022-05-01,Tarda,18.5375,0.0,0.0,11.9625,3
2022-05-02,Matí,16.5125,0.0,0.0,7.3875,3
2022-05-02,Nit,15.525,0.3,0.3,6.05,51
2022-05-02,Tarda,17.1375,1.3,1.3,6.475,53
2022-05-03,Matí,15.625,0.1,0.1,15.9125,51
2022-05-03,Nit,13.9625,0.0,0.0,5.1375,3
2022-05-03,Tarda,16.6375,1.7000000000000002,1.7000000000000002,7.4625,61
2022-05-04,Matí,16.2875,0.0,0.0,11.8625,3
2022-05-04,Nit,13.275,0.0,0.0,5.5,3
2022-05-04,Tarda,17.775,0.3,0.3,13.5,51
2022-05-05,Matí,16.1375,0.0,0.0,7.6875,1
2022-05-05,Nit,14.5625,0.0,0.0,6.7125,3
2022-05-05,Tarda,19.2875,1.4,1.4,10.65,61
2022-05-06,Matí,16.8375,0.0,0.0,8.1,2
2022-05-06,Nit,13.875,0.0,0.0,8.55,1
2022-05-06,Tarda,18.275,0.0,0.0,15.425,2
2022-05-07,Matí,18.9375,0.0,0.0,10.0125,1
2022-05-07,Nit,14.9625,0.0,0.0,8.25,1
2022-05-07,Tarda,18.75,0.0,0.0,10.237499999999999,3
2022-05-08,Matí,17.225,0.0,0.0,7.275,2
2022-05-08,Nit,14.65,0.0,0.0,6.875,1
2022-05-08,Tarda,19.6875,0.0,0.0,10.9375,1
2022-05-09,Matí,17.1125,0.0,0.0,7.8875,1
2022-05-09,Nit,14.575,0.0,0.0,4.925,0
2022-05-09,Tarda,20.1625,0.0,0.0,9.3,3
2022-05-10,Matí,19.0375,0.0,0.0,11.4625,2
2022-05-10,Nit,15.7875,0.0,0.0,6.225,3
2022-05-10,Tarda,22.05,0.0,0.0,18.7,3
2022-05-11,Matí,18.475,0.0,0.0,12.2625,0
2022-05-11,Nit,15.6,0.0,0.0,6.975,3
2022-05-11,Tarda,21.3125,0.0,0.0,18.3,1
2022-05-12,Matí,17.525,0.0,0.0,7.95,3
2022-05-12,Nit,15.0875,0.0,0.0,5.3375,3
2022-05-12,Tarda,20.1625,0.0,0.0,13.6375,3
2022-05-13,Matí,16.95,0.0,0.0,8.1125,3
2022-05-13,Nit,14.925,0.0,0.0,4.0625,3
2022-05-13,Tarda,20.0375,0.0,0.0,9.875,3
2022-05-14,Matí,19.537499999999998,0.0,0.0,7.275,3
2022-05-14,Nit,16.2125,0.0,0.0,5.5125,1
2022-05-14,Tarda,22.4125,0.0,0.0,12.5875,3
2022-05-15,Matí,20.5125,0.0,0.0,7.225,2
2022-05-15,Nit,17.6375,0.0,0.0,5.449999999999999,3
2022-05-15,Tarda,22.9625,0.0,0.0,14.5375,3
2022-05-16,Matí,20.95,0.0,0.0,9.6625,3
2022-05-16,Nit,17.6875,0.0,0.0,4.925,3
2022-05-16,Tarda,21.9375,0.0,0.0,11.4,3
2022-05-17,Matí,19.7125,0.0,0.0,6.5125,3
2022-05-17,Nit,17.6375,0.0,0.0,4.4875,3
2022-05-17,Tarda,21.8375,0.0,0.0,12.1125,1
2022-05-18,Matí,21.35,0.0,0.0,5.3875,3
2022-05-18,Nit,18.7875,0.0,0.0,4.3625,3
2022-05-18,Tarda,23.7375,0.0,0.0,9.4375,3
2022-05-19,Matí,20.7375,0.0,0.0,7.5625,3
2022-05-19,Nit,19.6875,0.1,0.1,3.2,51
2022-05-19,Tarda,22.2125,0.0,0.0,11.625,2
2022-05-20,Matí,21.3875,0.0,0.0,7.6875,3
2022-05-20,Nit,18.5625,0.0,0.0,5.0375,3
2022-05-20,Tarda,23.5125,0.0,0.0,11.6375,3
2022-05-21,Matí,23.075,0.0,0.0,7.1125,3
2022-05-21,Nit,19.65,0.0,0.0,4.1125,3
2022-05-21,Tarda,27.6125,0.0,0.0,19.4375,3
2022-05-22,Matí,23.3,0.0,0.0,10.8625,3
2022-05-22,Nit,19.7375,0.0,0.0,6.875,3
2022-05-22,Tarda,28.6375,0.0,0.0,17.1125,3
2022-05-23,Matí,21.6,0.0,0.0,10.975,0
2022-05-23,Nit,19.95,0.0,0.0,4.0375,3
2022-05-23,Tarda,22.3625,0.0,0.0,12.25,3
2022-05-24,Matí,18.425,23.0,23.0,8.825,65
2022-05-24,Nit,18.9,8.6,8.6,6.2125,63
2022-05-24,Tarda,19.225,2.6999999999999997,2.6999999999999997,9.175,61
2022-05-25,Matí,16.8375,1.7000000000000002,1.7000000000000002,10.475,61
2022-05-25,Nit,16.3375,17.1,17.1,6.0875,63
2022-05-25,Tarda,19.55,0.2,0.2,12.2875,51
2022-05-26,Matí,18.9125,0.0,0.0,10.6625,1
2022-05-26,Nit,17.95,0.3,0.3,6.7,51
2022-05-26,Tarda,21.9875,0.0,0.0,11.725,2
2022-05-27,Matí,20.2625,0.0,0.0,9.8375,2
2022-05-27,Nit,18.7875,0.0,0.0,7.325,2
2022-05-27,Tarda,24.2125,0.0,0.0,8.675,3
2022-05-28,Matí,21.8,0.0,0.0,9.2125,0
2022-05-28,Nit,19.2625,0.0,0.0,7.175000000000001,0
2022-05-28,Tarda,24.400000000000002,0.0,0.0,10.9375,2
2022-05-29,Matí,20.3375,0.0,0.0,8.75,0
2022-05-29,Nit,18.725,0.0,0.0,6.275,2
2022-05-29,Tarda,21.175,0.0,0.0,10.4875,1
