Codi_districte,Nom_districte,Data,Descripcio_torn,num_accidentes,dia_semana,mes,dia_mes,temperature_2m,precipitation,rain,wind_speed_10m,weather_code,pct_congestion,hay_accidente,turno_enc,dia_enc
1,Ciutat Vella,2022-02-06,Matí,1,Diumenge,2,6,8.55,0.0,0.0,11.2125,3,0.1552416562802935,0,0,5
1,Ciutat Vella,2022-02-06,Nit,1,Diumenge,2,6,7.7625,0.0,0.0,7.2875,3,0.0664112388250319,0,1,5
1,Ciutat Vella,2022-02-06,Tarda,2,Diumenge,2,6,12.4125,0.0,0.0,12.375,3,0.4244492337164751,0,2,5
1,Ciutat Vella,2022-02-07,Tarda,1,Dilluns,2,7,13.45,0.0,0.0,7.4125,3,0.5629856448076576,0,2,1
1,Ciutat Vella,2022-02-09,Tarda,2,Dimecres,2,9,12.4875,0.0,0.0,13.2625,0,0.5695641762452107,0,2,3
1,Ciutat Vella,2022-02-12,Matí,2,Dissabte,2,12,8.975,0.3,0.3,7.05,51,0.37080938697318,0,0,4
1,Ciutat Vella,2022-02-14,Matí,2,Dilluns,2,14,11.9375,0.0,0.0,8.325000000000001,3,0.5400527048677137,0,0,1
1,Ciutat Vella,2022-02-14,Tarda,1,Dilluns,2,14,13.825,0.2,0.2,13.9625,51,0.5996168582375478,0,2,1
1,Ciutat Vella,2022-02-17,Nit,1,Dijous,2,17,8.4375,0.0,0.0,6.7625,3,0.0947557471264367,0,1,0
1,Ciutat Vella,2022-02-17,Tarda,1,Dijous,2,17,17.075,0.0,0.0,7.35,1,0.615301724137931,0,2,0
1,Ciutat Vella,2022-02-18,Nit,2,Divendres,2,18,9.025,0.0,0.0,6.3875,1,0.1623563218390804,0,1,6
1,Ciutat Vella,2022-02-18,Tarda,1,Divendres,2,18,16.0125,0.0,0.0,15.675,3,0.6713853599516032,0,2,6
1,Ciutat Vella,2022-02-20,Matí,1,Diumenge,2,20,7.7125,0.0,0.0,9.775,0,0.2926245210727969,0,0,5
1,Ciutat Vella,2022-02-20,Nit,1,Diumenge,2,20,7.4125,0.0,0.0,6.325,2,0.08955938697318,0,1,5
1,Ciutat Vella,2022-02-21,Tarda,1,Dilluns,2,21,16.962500000000002,0.0,0.0,12.225,0,0.5887212643678161,0,2,1
1,Ciutat Vella,2022-02-22,Tarda,1,Dimarts,2,22,13.3625,0.0,0.0,9.0,1,0.5420258620689655,0,2,2
1,Ciutat Vella,2022-02-24,Matí,1,Dijous,2,24,10.5125,0.0,0.0,6.0375,3,0.5436031984007996,0,0,0
1,Ciutat Vella,2022-02-25,Tarda,2,Divendres,2,25,12.95,0.4,0.4,11.2875,51,0.6515804597701149,0,2,6
1,Ciutat Vella,2022-02-26,Tarda,1,Dissabte,2,26,11.9125,0.0,0.0,7.275,3,0.5524425287356322,0,2,4
1,Ciutat Vella,2022-03-01,Tarda,1,Dimarts,3,1,13.875,0.0,0.0,12.7625,3,0.6218995765275257,0,2,2
1,Ciutat Vella,2022-03-02,Tarda,2,Dimecres,3,2,13.6875,1.9,1.9,15.45,55,0.6232040229885057,0,2,3
1,Ciutat Vella,2022-03-03,Tarda,1,Dijous,3,3,14.3375,0.0,0.0,17.3875,3,0.5747433769746143,0,2,0
1,Ciutat Vella,2022-03-04,Matí,4,Divendres,3,4,10.2625,0.0,0.0,6.2625,3,0.5628591954022989,1,0,6
1,Ciutat Vella,2022-03-04,Nit,1,Divendres,3,4,9.4875,0.0,0.0,6.1,3,0.1612787356321839,0,1,6
1,Ciutat Vella,2022-03-04,Tarda,2,Divendres,3,4,14.55,0.1,0.1,14.0875,51,0.6357758620689655,0,2,6
1,Ciutat Vella,2022-03-05,Nit,1,Dissabte,3,5,10.3,0.0,0.0,6.7,3,0.1572262875297596,0,1,4
1,Ciutat Vella,2022-03-05,Tarda,1,Dissabte,3,5,13.7625,0.2,0.2,15.0875,51,0.5520833333333334,0,2,4
1,Ciutat Vella,2022-03-07,Matí,1,Dilluns,3,7,10.15,1.0,1.0,6.4625,53,0.5573515325670498,0,0,1
1,Ciutat Vella,2022-03-08,Matí,2,Dimarts,3,8,8.7375,0.0,0.0,8.3375,3,0.5261401557285873,0,0,2
1,Ciutat Vella,2022-03-08,Nit,1,Dimarts,3,8,7.7125,0.2,0.2,5.1875,51,0.0557950191570881,0,1,2
1,Ciutat Vella,2022-03-08,Tarda,2,Dimarts,3,8,11.075,3.1,3.1,11.15,55,0.5668103448275862,0,2,2
1,Ciutat Vella,2022-03-10,Matí,2,Dijous,3,10,9.6,0.3,0.3,5.625,51,0.5726512860692137,0,0,0
1,Ciutat Vella,2022-03-10,Tarda,1,Dijous,3,10,13.1625,0.3,0.3,16.875,51,0.5806992337164751,0,2,0
1,Ciutat Vella,2022-03-11,Tarda,2,Divendres,3,11,13.0125,1.2000000000000002,1.2000000000000002,13.9375,51,0.6503707020948399,0,2,6
1,Ciutat Vella,2022-03-12,Matí,1,Dissabte,3,12,11.6375,8.0,8.0,9.725,61,0.3650622605363984,0,0,4
1,Ciutat Vella,2022-03-12,Nit,1,Dissabte,3,12,11.1125,7.5,7.5,7.7625,63,0.1472701149425287,0,1,4
1,Ciutat Vella,2022-03-13,Nit,1,Diumenge,3,13,8.4,0.0,0.0,7.95,3,0.1077227194547076,0,1,5
1,Ciutat Vella,2022-03-16,Tarda,1,Dimecres,3,16,14.9375,0.0,0.0,29.7,3,0.5884818007662835,0,2,3
1,Ciutat Vella,2022-03-17,Matí,1,Dijous,3,17,14.0875,0.0,0.0,21.6625,3,0.5359529537556803,0,0,0
1,Ciutat Vella,2022-03-19,Tarda,1,Dissabte,3,19,13.6875,0.1,0.1,22.0,51,0.5678879310344828,0,2,4
1,Ciutat Vella,2022-03-20,Tarda,1,Diumenge,3,20,13.425,2.5,2.5,14.8125,53,0.3545258620689655,0,2,5
1,Ciutat Vella,2022-03-21,Matí,1,Dilluns,3,21,12.8125,0.1,0.1,21.0375,51,0.4704106053978903,0,0,1
1,Ciutat Vella,2022-03-21,Tarda,1,Dilluns,3,21,13.125,0.5,0.5,28.3125,51,0.5318486590038314,0,2,1
1,Ciutat Vella,2022-03-22,Tarda,1,Dimarts,3,22,12.5125,0.1,0.1,22.6125,51,0.5578136857497178,0,2,2
1,Ciutat Vella,2022-03-24,Matí,2,Dijous,3,24,11.45,0.7,0.7,15.125,51,0.5276580459770115,0,0,0
1,Ciutat Vella,2022-03-24,Nit,1,Dijous,3,24,10.3625,0.0,0.0,14.8125,3,0.0798611111111111,0,1,0
1,Ciutat Vella,2022-03-24,Tarda,1,Dijous,3,24,13.05,0.0,0.0,16.0125,3,0.5811781609195402,0,2,0
1,Ciutat Vella,2022-03-25,Matí,1,Divendres,3,25,12.3875,0.0,0.0,16.3,3,0.4117110959216222,0,0,6
1,Ciutat Vella,2022-03-25,Nit,1,Divendres,3,25,10.9875,0.0,0.0,13.7125,3,0.1772030651340996,0,1,6
1,Ciutat Vella,2022-03-26,Nit,1,Dissabte,3,26,11.175,1.5,1.5,13.4125,61,0.2108077905491698,0,1,4
1,Ciutat Vella,2022-03-27,Matí,5,Diumenge,3,27,13.75,0.0,0.0,14.0875,1,0.258495752123938,1,0,5
1,Ciutat Vella,2022-03-27,Tarda,2,Diumenge,3,27,16.875,0.0,0.0,16.425,1,0.4777298850574712,0,2,5
1,Ciutat Vella,2022-03-30,Matí,1,Dimecres,3,30,12.1375,7.7,7.7,6.6625,63,0.5421455938697318,0,0,3
1,Ciutat Vella,2022-03-30,Tarda,1,Dimecres,3,30,12.975,1.4,1.4,8.475,51,0.5914740875176447,0,2,3
1,Ciutat Vella,2022-03-31,Matí,3,Dijous,3,31,11.9125,2.7,2.7,7.1125,53,0.5281109445277361,1,0,0
1,Ciutat Vella,2022-03-31,Tarda,1,Dijous,3,31,13.0125,0.2,0.2,9.775,51,0.6166969147005444,0,2,0
1,Ciutat Vella,2022-04-01,Matí,1,Divendres,4,1,8.950000000000001,0.0,0.0,18.1875,0,0.5326867816091954,0,0,6
1,Ciutat Vella,2022-04-01,Nit,2,Divendres,4,1,8.375,0.0,0.0,8.775,2,0.1226053639846743,0,1,6
1,Ciutat Vella,2022-04-02,Tarda,1,Dissabte,4,2,12.825,0.0,0.0,16.4125,2,0.540948275862069,0,2,4
1,Ciutat Vella,2022-04-03,Nit,1,Diumenge,4,3,5.2375,0.5,0.5,7.7625,53,0.0965038314176245,0,1,5
1,Ciutat Vella,2022-04-05,Tarda,1,Dimarts,4,5,13.0375,0.0,0.0,9.0875,3,0.5827346743295019,0,2,2
1,Ciutat Vella,2022-04-06,Matí,2,Dimecres,4,6,10.9125,0.0,0.0,7.9625,3,0.5277777777777778,0,0,3
1,Ciutat Vella,2022-04-06,Tarda,2,Dimecres,4,6,13.6875,0.0,0.0,13.4625,3,0.5893199233716475,0,2,3
1,Ciutat Vella,2022-04-07,Tarda,2,Dijous,4,7,18.9375,0.0,0.0,21.8625,3,0.6150648080215212,0,2,0
1,Ciutat Vella,2022-04-08,Tarda,2,Divendres,4,8,20.475,0.0,0.0,20.6375,3,0.6213897139450459,0,2,6
1,Ciutat Vella,2022-04-09,Matí,3,Dissabte,4,9,13.5625,0.0,0.0,16.0375,3,0.3502155172413793,1,0,4
1,Ciutat Vella,2022-04-09,Nit,1,Dissabte,4,9,15.2,0.0,0.0,13.55,3,0.1526580459770115,0,1,4
1,Ciutat Vella,2022-04-10,Matí,1,Diumenge,4,10,12.1125,0.0,0.0,6.3375,3,0.2679597701149425,0,0,5
1,Ciutat Vella,2022-04-10,Tarda,1,Diumenge,4,10,14.7,0.0,0.0,15.275,3,0.483955938697318,0,2,5
1,Ciutat Vella,2022-04-11,Matí,1,Dilluns,4,11,12.125,0.0,0.0,8.6875,3,0.5300622178700232,0,0,1
1,Ciutat Vella,2022-04-11,Nit,1,Dilluns,4,11,10.6875,0.0,0.0,7.9,3,0.1151021711366539,0,1,1
1,Ciutat Vella,2022-04-12,Tarda,1,Dimarts,4,12,14.5,3.1,3.1,23.725,63,0.5823992964546834,0,2,2
1,Ciutat Vella,2022-04-16,Matí,2,Dissabte,4,16,17.2,0.0,0.0,7.5625,0,0.3362068965517241,0,0,4
1,Ciutat Vella,2022-04-16,Tarda,1,Dissabte,4,16,20.125,0.0,0.0,13.775,1,0.4943324039280441,0,2,4
1,Ciutat Vella,2022-04-19,Matí,1,Dimarts,4,19,13.925,0.1,0.1,5.925000000000001,51,0.4513671060303563,0,0,2
1,Ciutat Vella,2022-04-19,Nit,1,Dimarts,4,19,13.0,0.0,0.0,4.525,3,0.1082375478927203,0,1,2
1,Ciutat Vella,2022-04-20,Nit,1,Dimecres,4,20,13.575,1.7,1.7,14.9625,55,0.129948914431673,0,1,3
1,Ciutat Vella,2022-04-20,Tarda,2,Dimecres,4,20,15.7375,1.5000000000000002,1.5000000000000002,30.3625,61,0.6366310892172962,0,2,3
1,Ciutat Vella,2022-04-21,Nit,1,Dijous,4,21,12.35,13.4,13.4,19.1875,63,0.1527828191167574,0,1,0
1,Ciutat Vella,2022-04-22,Nit,1,Divendres,4,22,11.9125,0.0,0.0,6.425,3,0.153735632183908,0,1,6
1,Ciutat Vella,2022-04-24,Nit,3,Diumenge,4,24,12.2625,0.0,0.0,16.6125,3,0.1621168582375479,1,1,5
1,Ciutat Vella,2022-04-24,Tarda,1,Diumenge,4,24,18.0875,0.0,0.0,12.8125,1,0.4740181992337164,0,2,5
1,Ciutat Vella,2022-04-25,Matí,2,Dilluns,4,25,13.7125,0.0,0.0,7.737500000000001,3,0.591167574107683,0,0,1
1,Ciutat Vella,2022-04-26,Tarda,2,Dimarts,4,26,18.2625,0.0,0.0,12.9,3,0.6327825670498084,0,2,2
1,Ciutat Vella,2022-04-27,Nit,1,Dimecres,4,27,12.725,0.0,0.0,5.825,3,0.1061488255593516,0,1,3
1,Ciutat Vella,2022-04-28,Matí,2,Dijous,4,28,15.8375,0.0,0.0,9.5875,3,0.6229887503990469,0,0,0
1,Ciutat Vella,2022-04-28,Nit,1,Dijous,4,28,13.475,0.0,0.0,6.7125,3,0.1707375478927203,0,1,0
1,Ciutat Vella,2022-04-28,Tarda,1,Dijous,4,28,19.675,0.0,0.0,15.4875,3,0.6685823754789272,0,2,0
1,Ciutat Vella,2022-04-30,Matí,2,Dissabte,4,30,17.275,0.0,0.0,7.55,3,0.413914095583787,0,0,4
1,Ciutat Vella,2022-05-03,Tarda,1,Dimarts,5,3,16.6375,1.7000000000000002,1.7000000000000002,7.4625,61,0.6824168991563255,0,2,2
1,Ciutat Vella,2022-05-05,Matí,1,Dijous,5,5,16.1375,0.0,0.0,7.6875,1,0.616139846743295,0,0,0
1,Ciutat Vella,2022-05-05,Tarda,2,Dijous,5,5,19.2875,1.4,1.4,10.65,61,0.6986085904416213,0,2,0
1,Ciutat Vella,2022-05-06,Matí,1,Divendres,5,6,16.8375,0.0,0.0,8.1,2,0.6291591046581972,0,0,6
1,Ciutat Vella,2022-05-06,Tarda,4,Divendres,5,6,18.275,0.0,0.0,15.425,2,0.7340756704980843,1,2,6
1,Ciutat Vella,2022-05-07,Nit,5,Dissabte,5,7,14.9625,0.0,0.0,8.25,1,0.2996487867177522,1,1,4
1,Ciutat Vella,2022-05-07,Tarda,1,Dissabte,5,7,18.75,0.0,0.0,10.2375,3,0.624161877394636,0,2,4
1,Ciutat Vella,2022-05-08,Matí,2,Diumenge,5,8,17.225,0.0,0.0,7.275,2,0.354765325670498,0,0,5
1,Ciutat Vella,2022-05-08,Tarda,4,Diumenge,5,8,19.6875,0.0,0.0,10.9375,1,0.4998320576240305,1,2,5
1,Ciutat Vella,2022-05-09,Tarda,3,Dilluns,5,9,20.1625,0.0,0.0,9.3,3,0.6701388888888888,1,2,1
1,Ciutat Vella,2022-05-10,Tarda,3,Dimarts,5,10,22.05,0.0,0.0,18.7,3,0.6406130268199234,1,2,2
1,Ciutat Vella,2022-05-11,Tarda,2,Dimecres,5,11,21.3125,0.0,0.0,18.3,1,0.66831804545979,0,2,3
1,Ciutat Vella,2022-05-12,Matí,1,Dijous,5,12,17.525,0.0,0.0,7.95,3,0.5789473684210527,0,0,0
1,Ciutat Vella,2022-05-12,Nit,1,Dijous,5,12,15.0875,0.0,0.0,5.3375,3,0.1929787840490124,0,1,0
1,Ciutat Vella,2022-05-12,Tarda,2,Dijous,5,12,20.1625,0.0,0.0,13.6375,3,0.6713853599516032,0,2,0
1,Ciutat Vella,2022-05-13,Tarda,2,Divendres,5,13,20.0375,0.0,0.0,9.875,3,0.7030651340996169,0,2,6
1,Ciutat Vella,2022-05-14,Tarda,1,Dissabte,5,14,22.4125,0.0,0.0,12.5875,3,0.6041137326073805,0,2,4
1,Ciutat Vella,2022-05-15,Nit,1,Diumenge,5,15,17.6375,0.0,0.0,5.449999999999999,3,0.1871008939974457,0,1,5
1,Ciutat Vella,2022-05-15,Tarda,1,Diumenge,5,15,22.9625,0.0,0.0,14.5375,3,0.5747126436781609,0,2,5
1,Ciutat Vella,2022-05-16,Matí,2,Dilluns,5,16,20.95,0.0,0.0,9.6625,3,0.6004549808429118,0,0,1
1,Ciutat Vella,2022-05-16,Nit,2,Dilluns,5,16,17.6875,0.0,0.0,4.925,3,0.1141443167305236,0,1,1
1,Ciutat Vella,2022-05-16,Tarda,2,Dilluns,5,16,21.9375,0.0,0.0,11.4,3,0.6547892720306513,0,2,1
1,Ciutat Vella,2022-05-18,Nit,2,Dimecres,5,18,18.7875,0.0,0.0,4.3625,3,0.1170977011494252,0,1,3
1,Ciutat Vella,2022-05-20,Matí,2,Divendres,5,20,21.3875,0.0,0.0,7.6875,3,0.6355363984674329,0,0,6
1,Ciutat Vella,2022-05-20,Tarda,3,Divendres,5,20,23.5125,0.0,0.0,11.6375,3,0.7464503042596349,1,2,6
1,Ciutat Vella,2022-05-22,Tarda,2,Diumenge,5,22,28.6375,0.0,0.0,17.1125,3,0.4990421455938697,0,2,5
1,Ciutat Vella,2022-05-23,Nit,1,Dilluns,5,23,19.95,0.0,0.0,4.0375,3,0.1365666956437747,0,1,1
1,Ciutat Vella,2022-05-23,Tarda,1,Dilluns,5,23,22.3625,0.0,0.0,12.25,3,0.6760057471264368,0,2,1
1,Ciutat Vella,2022-05-24,Matí,1,Dimarts,5,24,18.425,23.0,23.0,8.825,65,0.6758682156248079,0,0,2
1,Ciutat Vella,2022-05-24,Tarda,3,Dimarts,5,24,19.225,2.7,2.7,9.175,61,0.6937689050211736,1,2,2
1,Ciutat Vella,2022-05-25,Tarda,1,Dimecres,5,25,19.55,0.2,0.2,12.2875,51,0.6187378971329165,0,2,3
1,Ciutat Vella,2022-05-27,Tarda,2,Divendres,5,27,24.2125,0.0,0.0,8.675,3,0.7292863984674329,0,2,6
1,Ciutat Vella,2022-05-28,Matí,3,Dissabte,5,28,21.8,0.0,0.0,9.2125,0,0.5644894894894895,1,0,4
1,Ciutat Vella,2022-05-28,Tarda,3,Dissabte,5,28,24.4,0.0,0.0,10.9375,2,0.6236829501915708,1,2,4
1,Ciutat Vella,2022-05-29,Tarda,2,Diumenge,5,29,21.175,0.0,0.0,10.4875,1,0.515368651648943,0,2,5
1,Ciutat Vella,2022-05-30,Tarda,1,Dilluns,5,30,21.3125,0.0,0.0,13.475,3,0.5946112965022865,0,2,1
1,Ciutat Vella,2022-05-31,Nit,1,Dimarts,5,31,17.925,0.0,0.0,4.375,3,0.1296567187028406,0,1,2
1,Ciutat Vella,2022-05-31,Tarda,1,Dimarts,5,31,22.325,0.0,0.0,10.5125,0,0.649904214559387,0,2,2
1,Ciutat Vella,2022-06-01,Matí,1,Dimecres,6,1,20.6875,0.0,0.0,8.0375,1,0.5962643678160919,0,0,3
1,Ciutat Vella,2022-06-02,Matí,1,Dijous,6,2,20.7625,0.0,0.0,8.6875,2,0.478308746651223,0,0,0
1,Ciutat Vella,2022-06-02,Tarda,1,Dijous,6,2,22.5375,0.0,0.0,8.7,3,0.70522030651341,0,2,0
1,Ciutat Vella,2022-06-03,Matí,1,Divendres,6,3,21.575,0.0,0.0,7.725,3,0.6272749042145593,0,0,6
1,Ciutat Vella,2022-06-03,Tarda,1,Divendres,6,3,23.075,0.0,0.0,10.625,1,0.7454191559462452,0,2,6
1,Ciutat Vella,2022-06-04,Matí,1,Dissabte,6,4,22.0375,0.0,0.0,6.3,3,0.4737787356321839,0,0,4
1,Ciutat Vella,2022-06-04,Tarda,1,Dissabte,6,4,23.95,0.0,0.0,9.6875,3,0.6102729885057471,0,2,4
1,Ciutat Vella,2022-06-05,Tarda,1,Diumenge,6,5,24.3,0.0,0.0,12.2125,3,0.5158045977011494,0,2,5
1,Ciutat Vella,2022-06-06,Matí,1,Dilluns,6,6,22.4625,0.0,0.0,6.475,3,0.334051724137931,0,0,1
1,Ciutat Vella,2022-06-07,Matí,2,Dimarts,6,7,22.725,0.0,0.0,9.6,3,0.6880658123570516,0,0,2
1,Ciutat Vella,2022-06-07,Tarda,4,Dimarts,6,7,24.15,0.0,0.0,15.9625,3,0.7060584291187739,1,2,2
1,Ciutat Vella,2022-06-08,Matí,1,Dimecres,6,8,22.5625,0.0,0.0,8.0,3,0.6431992337164751,0,0,3
1,Ciutat Vella,2022-06-08,Tarda,1,Dimecres,6,8,22.975,1.7000000000000002,1.7000000000000002,13.675,55,0.674855344151067,0,2,3
1,Ciutat Vella,2022-06-09,Nit,1,Dijous,6,9,20.225,0.0,0.0,5.3125,3,0.1533764367816092,0,1,0
1,Ciutat Vella,2022-06-09,Tarda,2,Dijous,6,9,22.225,0.0,0.0,13.4875,3,0.7189894636015326,0,2,0
1,Ciutat Vella,2022-06-12,Nit,1,Diumenge,6,12,23.45,0.0,0.0,9.475,3,0.2315613026819923,0,1,5
1,Ciutat Vella,2022-06-12,Tarda,1,Diumenge,6,12,29.0375,0.0,0.0,12.2,3,0.5013927087398701,0,2,5
1,Ciutat Vella,2022-06-13,Tarda,4,Dilluns,6,13,30.2125,0.0,0.0,13.65,0,0.6874773139745917,1,2,1
1,Ciutat Vella,2022-06-14,Tarda,3,Dimarts,6,14,27.475,0.0,0.0,9.975,3,0.702705938697318,1,2,2
1,Ciutat Vella,2022-06-15,Matí,2,Dimecres,6,15,27.7125,0.0,0.0,11.7875,3,0.563400857422419,0,0,3
1,Ciutat Vella,2022-06-15,Tarda,2,Dimecres,6,15,27.1375,0.0,0.0,12.0375,3,0.6661877394636015,0,2,3
1,Ciutat Vella,2022-06-16,Matí,1,Dijous,6,16,26.9625,0.0,0.0,7.9625,3,0.6354166666666666,0,0,0
1,Ciutat Vella,2022-06-16,Tarda,1,Dijous,6,16,32.3875,0.0,0.0,13.4,3,0.7271050784490276,0,2,0
1,Ciutat Vella,2022-06-17,Nit,1,Divendres,6,17,26.025,0.0,0.0,7.7375,3,0.2632057597574839,0,1,6
1,Ciutat Vella,2022-06-20,Nit,2,Dilluns,6,20,23.1125,0.0,0.0,5.825,2,0.1478288633461047,0,1,1
1,Ciutat Vella,2022-06-20,Tarda,1,Dilluns,6,20,26.5875,0.0,0.0,12.55,3,0.7185912857524726,0,2,1
1,Ciutat Vella,2022-06-21,Matí,1,Dimarts,6,21,24.475,0.0,0.0,7.65,3,0.6227250957854407,0,0,2
1,Ciutat Vella,2022-06-21,Nit,1,Dimarts,6,21,23.7625,1.1,1.1,4.3,55,0.1346469622331691,0,1,2
1,Ciutat Vella,2022-06-21,Tarda,1,Dimarts,6,21,27.4375,0.0,0.0,11.3875,3,0.6853448275862069,0,2,2
1,Ciutat Vella,2022-06-22,Matí,1,Dimecres,6,22,22.4125,5.199999999999999,5.199999999999999,6.375,63,0.6166187739463601,0,0,3
1,Ciutat Vella,2022-06-22,Tarda,2,Dimecres,6,22,25.8875,1.0,1.0,16.375,51,0.7029454022988506,0,2,3
1,Ciutat Vella,2022-06-23,Tarda,4,Dijous,6,23,26.15,0.1,0.1,17.1625,51,0.6361350574712644,1,2,0
1,Ciutat Vella,2022-06-24,Tarda,1,Divendres,6,24,25.475,0.0,0.0,21.35,1,0.4666187314843658,0,2,6
1,Ciutat Vella,2022-06-26,Nit,1,Diumenge,6,26,22.0875,0.0,0.0,5.2,3,0.2186302681992337,0,1,5
1,Ciutat Vella,2022-06-27,Matí,2,Dilluns,6,27,23.6375,0.0,0.0,7.6375,3,0.4316003528053965,0,0,1
1,Ciutat Vella,2022-06-27,Nit,1,Dilluns,6,27,22.9,0.3,0.3,7.1375,51,0.1752873563218391,0,1,1
1,Ciutat Vella,2022-06-27,Tarda,1,Dilluns,6,27,26.2125,0.3,0.3,12.3875,51,0.7024664750957854,0,2,1
1,Ciutat Vella,2022-06-28,Matí,1,Dimarts,6,28,23.5,0.0,0.0,6.875,0,0.6339798850574713,0,0,2
1,Ciutat Vella,2022-06-28,Tarda,4,Dimarts,6,28,26.65,0.0,0.0,21.0875,0,0.73837720921649,1,2,2
1,Ciutat Vella,2022-06-29,Matí,2,Dimecres,6,29,23.7,0.0,0.0,8.025,1,0.6405651340996169,0,0,3
1,Ciutat Vella,2022-06-29,Nit,1,Dimecres,6,29,21.8125,0.0,0.0,6.3375,0,0.2389846743295019,0,1,3
1,Ciutat Vella,2022-06-30,Matí,1,Dijous,6,30,24.275,0.0,0.0,10.025,3,0.6489463601532567,0,0,0
1,Ciutat Vella,2022-06-30,Nit,1,Dijous,6,30,22.4,0.0,0.0,8.0,2,0.2286877394636015,0,1,0
1,Ciutat Vella,2022-06-30,Tarda,1,Dijous,6,30,26.8,0.0,0.0,17.1375,3,0.7039322444041137,0,2,0
