Codi_districte,fecha,Descripcio_torn,pct_congestion
1,2022-01-08,Nit,0.11606002554278416
1,2022-01-08,Tarda,0.4483376591274255
2,2022-01-08,Matí,0.29015151515151516
2,2022-01-08,Nit,0.05025252525252526
2,2022-01-08,Tarda,0.3693059628543499
3,2022-01-08,Matí,0.3850574712643678
3,2022-01-08,Nit,0.0878831417624521
3,2022-01-08,Tarda,0.3277715980719318
4,2022-01-08,Matí,0.25571646341463417
4,2022-01-08,Nit,0.05682588075880759
4,2022-01-08,Tarda,0.26275140578004447
5,2022-01-08,Matí,0.3152281746031746
5,2022-01-08,Nit,0.05191798941798942
5,2022-01-08,Tarda,0.35419866871479777
6,2022-01-08,Matí,0.380661231884058
6,2022-01-08,Nit,0.13919082125603865
6,2022-01-08,Tarda,0.3953950444132772
7,2022-01-08,Matí,0.3470293209876543
7,2022-01-08,Nit,0.07278806584362141
7,2022-01-08,Tarda,0.36121067303863
8,2022-01-08,Matí,0.3746744791666667
8,2022-01-08,Nit,0.0625
8,2022-01-08,Tarda,0.45245295698924726
9,2022-01-08,Matí,0.266025641025641
9,2022-01-08,Nit,0.051549145299145296
9,2022-01-08,Tarda,0.2841191066997519
10,2022-01-08,Matí,0.22733671171171171
10,2022-01-08,Nit,0.06953828828828829
10,2022-01-08,Tarda,0.2452048823016565
1,2022-01-09,Matí,0.24664750957854406
1,2022-01-09,Nit,0.03915229885057471
1,2022-01-09,Tarda,0.4155890804597701
2,2022-01-09,Matí,0.19166666666666668
2,2022-01-09,Nit,0.013636363636363636
2,2022-01-09,Tarda,0.33636363636363636
3,2022-01-09,Matí,0.31285919540229884
3,2022-01-09,Nit,0.06896551724137931
3,2022-01-09,Tarda,0.43211206896551724
4,2022-01-09,Matí,0.20020325203252032
4,2022-01-09,Nit,0.036204268292682924
4,2022-01-09,Tarda,0.3053861788617886
5,2022-01-09,Matí,0.22916666666666666
5,2022-01-09,Nit,0.033234126984126984
5,2022-01-09,Tarda,0.39632936507936506
6,2022-01-09,Matí,0.2875905797101449
6,2022-01-09,Nit,0.11277173913043478
6,2022-01-09,Tarda,0.3808876811594203
7,2022-01-09,Matí,0.22800925925925927
7,2022-01-09,Nit,0.034915123456790126
7,2022-01-09,Tarda,0.359375
8,2022-01-09,Matí,0.2555338541666667
8,2022-01-09,Nit,0.019856770833333332
8,2022-01-09,Tarda,0.4459635416666667
9,2022-01-09,Matí,0.16706730769230768
9,2022-01-09,Nit,0.026442307692307692
9,2022-01-09,Tarda,0.29927884615384615
10,2022-01-09,Matí,0.16244369369369369
10,2022-01-09,Nit,0.03420608108108108
10,2022-01-09,Tarda,0.24971846846846846
1,2022-01-10,Matí,0.5094978826376285
1,2022-01-10,Nit,0.041397744345795975
1,2022-01-10,Tarda,0.5159243295019157
2,2022-01-10,Matí,0.5575119617224881
2,2022-01-10,Nit,0.00837757931010725
2,2022-01-10,Tarda,0.5280303030303031
3,2022-01-10,Matí,0.5883847549909256
3,2022-01-10,Nit,0.061695066842402564
3,2022-01-10,Tarda,0.5883620689655172
4,2022-01-10,Matí,0.4961489088575096
4,2022-01-10,Nit,0.0413853693640132
4,2022-01-10,Tarda,0.5097815040650406
5,2022-01-10,Matí,0.6406015037593985
5,2022-01-10,Nit,0.04465994281883815
5,2022-01-10,Tarda,0.6292162698412699
6,2022-01-10,Matí,0.5311212814645309
6,2022-01-10,Nit,0.1143992638798661
6,2022-01-10,Tarda,0.566802536231884
7,2022-01-10,Matí,0.5551656920077973
7,2022-01-10,Nit,0.037527957833382405
7,2022-01-10,Tarda,0.5709876543209876
8,2022-01-10,Matí,0.6427631578947368
8,2022-01-10,Nit,0.047607421875
8,2022-01-10,Tarda,0.6630859375
9,2022-01-10,Matí,0.4728744939271255
9,2022-01-10,Nit,0.02106915055178698
9,2022-01-10,Tarda,0.47475961538461536
10,2022-01-10,Matí,0.34409672830725463
10,2022-01-10,Nit,0.038172984639766115
10,2022-01-10,Tarda,0.35205518018018017
1,2022-01-11,Matí,0.5573114512262585
1,2022-01-11,Nit,0.04741379310344827
1,2022-01-11,Tarda,0.5378352490421456
2,2022-01-11,Matí,0.6111521633446768
2,2022-01-11,Nit,0.016792929292929294
2,2022-01-11,Tarda,0.5763257575757575
3,2022-01-11,Matí,0.651336898395722
3,2022-01-11,Nit,0.05483716475095785
3,2022-01-11,Tarda,0.6059626436781609
4,2022-01-11,Matí,0.5219495534193163
4,2022-01-11,Nit,0.040819783197831985
4,2022-01-11,Tarda,0.5146087398373984
5,2022-01-11,Matí,0.663712757830405
5,2022-01-11,Nit,0.05505952380952381
5,2022-01-11,Tarda,0.6532738095238095
6,2022-01-11,Matí,0.6062311090444084
6,2022-01-11,Nit,0.11594202898550726
6,2022-01-11,Tarda,0.6021286231884058
7,2022-01-11,Matí,0.595325807090513
7,2022-01-11,Nit,0.04166666666666667
7,2022-01-11,Tarda,0.5815972222222222
8,2022-01-11,Matí,0.6414271390374332
8,2022-01-11,Nit,0.04947916666666667
8,2022-01-11,Tarda,0.6432291666666666
9,2022-01-11,Matí,0.5290826820238584
9,2022-01-11,Nit,0.024839743589743588
9,2022-01-11,Tarda,0.5252403846153846
10,2022-01-11,Matí,0.3593149299031652
10,2022-01-11,Nit,0.047015765765765764
10,2022-01-11,Tarda,0.35374436936936937
1,2022-01-12,Matí,0.5251436781609196
1,2022-01-12,Nit,0.05707215836526181
1,2022-01-12,Tarda,0.4259272999398347
2,2022-01-12,Matí,0.5797348484848485
2,2022-01-12,Nit,0.01994949494949495
2,2022-01-12,Tarda,0.44413598096431506
3,2022-01-12,Matí,0.5962643678160919
3,2022-01-12,Nit,0.06776819923371648
3,2022-01-12,Tarda,0.4724674216568414
4,2022-01-12,Matí,0.5073678861788617
4,2022-01-12,Nit,0.04649390243902439
4,2022-01-12,Tarda,0.39288398501202637
5,2022-01-12,Matí,0.6480654761904762
5,2022-01-12,Nit,0.04728835978835979
5,2022-01-12,Tarda,0.5374939138471507
6,2022-01-12,Matí,0.579483695652174
6,2022-01-12,Nit,0.12409420289855072
6,2022-01-12,Tarda,0.48786006531718773
7,2022-01-12,Matí,0.5609567901234568
7,2022-01-12,Nit,0.04385288065843621
7,2022-01-12,Tarda,0.4755414503450923
8,2022-01-12,Matí,0.6409505208333334
8,2022-01-12,Nit,0.046440972222222224
8,2022-01-12,Tarda,0.5505859375
9,2022-01-12,Matí,0.49559294871794873
9,2022-01-12,Nit,0.039797008547008544
9,2022-01-12,Tarda,0.4532605215163792
10,2022-01-12,Matí,0.3448761261261261
10,2022-01-12,Nit,0.05283408408408408
10,2022-01-12,Tarda,0.30298790156471866
1,2022-01-13,Matí,0.5213122605363985
1,2022-01-13,Nit,0.04250478927203065
1,2022-01-13,Tarda,0.5602250957854407
2,2022-01-13,Matí,0.5797348484848485
2,2022-01-13,Nit,0.01553030303030303
2,2022-01-13,Tarda,0.5977272727272728
3,2022-01-13,Matí,0.6070402298850575
3,2022-01-13,Nit,0.05639367816091954
3,2022-01-13,Tarda,0.6289511494252874
4,2022-01-13,Matí,0.5110518292682927
4,2022-01-13,Nit,0.03874491869918699
4,2022-01-13,Tarda,0.537474593495935
5,2022-01-13,Matí,0.6304563492063492
5,2022-01-13,Nit,0.03273809523809524
5,2022-01-13,Tarda,0.6666666666666666
6,2022-01-13,Matí,0.5797101449275363
6,2022-01-13,Nit,0.11458333333333333
6,2022-01-13,Tarda,0.6032608695652174
7,2022-01-13,Matí,0.580054012345679
7,2022-01-13,Nit,0.033371913580246916
7,2022-01-13,Tarda,0.6082175925925926
8,2022-01-13,Matí,0.646484375
8,2022-01-13,Nit,0.035481770833333336
8,2022-01-13,Tarda,0.6728515625
9,2022-01-13,Matí,0.5068108974358975
9,2022-01-13,Nit,0.04447115384615385
9,2022-01-13,Tarda,0.5272435897435898
10,2022-01-13,Matí,0.34755067567567566
10,2022-01-13,Nit,0.03322072072072072
10,2022-01-13,Tarda,0.36247184684684686
1,2022-01-14,Matí,0.5296934865900383
1,2022-01-14,Nit,0.0701812555260831
1,2022-01-14,Tarda,0.6068007662835249
2,2022-01-14,Matí,0.578219696969697
2,2022-01-14,Nit,0.04097266369993643
2,2022-01-14,Tarda,0.6301136363636364
3,2022-01-14,Matí,0.6170977011494253
3,2022-01-14,Nit,0.07408970340004822
3,2022-01-14,Tarda,0.6781609195402298
4,2022-01-14,Matí,0.5050813008130082
4,2022-01-14,Nit,0.05488408547552405
4,2022-01-14,Tarda,0.547510162601626
5,2022-01-14,Matí,0.6354166666666666
5,2022-01-14,Nit,0.046495171495171496
5,2022-01-14,Tarda,0.6706349206349206
6,2022-01-14,Matí,0.5688405797101449
6,2022-01-14,Nit,0.12701429005776832
6,2022-01-14,Tarda,0.6320199275362319
7,2022-01-14,Matí,0.5846836419753086
7,2022-01-14,Nit,0.046636234136234134
7,2022-01-14,Tarda,0.6402391975308642
8,2022-01-14,Matí,0.6529947916666666
8,2022-01-14,Nit,0.049688592657342656
8,2022-01-14,Tarda,0.6985677083333334
9,2022-01-14,Matí,0.49759615384615385
9,2022-01-14,Nit,0.08035233996772459
9,2022-01-14,Tarda,0.5520833333333334
10,2022-01-14,Matí,0.34853603603603606
10,2022-01-14,Nit,0.046080608580608584
10,2022-01-14,Tarda,0.3861204954954955
1,2022-01-15,Matí,0.4346526893308514
1,2022-01-15,Nit,0.1313058748403576
1,2022-01-15,Tarda,0.5723180076628352
2,2022-01-15,Matí,0.48180742976521607
2,2022-01-15,Nit,0.08888888888888889
2,2022-01-15,Tarda,0.5696969696969697
3,2022-01-15,Matí,0.5166359285103306
3,2022-01-15,Nit,0.0886015325670498
3,2022-01-15,Tarda,0.5571120689655172
4,2022-01-15,Matí,0.3454422448170632
4,2022-01-15,Nit,0.07571138211382114
4,2022-01-15,Tarda,0.34463922764227645
5,2022-01-15,Matí,0.436917557594078
5,2022-01-15,Nit,0.05853174603174603
5,2022-01-15,Tarda,0.4756944444444444
6,2022-01-15,Matí,0.46775620378659544
6,2022-01-15,Nit,0.15172101449275363
6,2022-01-15,Tarda,0.5350996376811594
7,2022-01-15,Matí,0.46541224875423576
7,2022-01-15,Nit,0.07806069958847736
7,2022-01-15,Tarda,0.49787808641975306
8,2022-01-15,Matí,0.49035848195687104
8,2022-01-15,Nit,0.0685763888888889
8,2022-01-15,Tarda,0.5888671875
9,2022-01-15,Matí,0.37204385121051786
9,2022-01-15,Nit,0.07211538461538461
9,2022-01-15,Tarda,0.4342948717948718
10,2022-01-15,Matí,0.29233144131821653
10,2022-01-15,Nit,0.0772334834834835
10,2022-01-15,Tarda,0.3170045045045045
1,2022-01-16,Matí,0.22199946538358728
1,2022-01-16,Nit,0.06666111388750069
1,2022-01-16,Tarda,0.33303478131064335
2,2022-01-16,Matí,0.19175475687103594
2,2022-01-16,Nit,0.02663592446201142
2,2022-01-16,Tarda,0.23211334120425028
3,2022-01-16,Matí,0.3953488372093023
3,2022-01-16,Nit,0.06337456271864068
3,2022-01-16,Tarda,0.3542319749216301
4,2022-01-16,Matí,0.17838910947249007
4,2022-01-16,Nit,0.0585932897372452
4,2022-01-16,Tarda,0.2447843246543702
5,2022-01-16,Matí,0.1979512735326689
5,2022-01-16,Nit,0.05886243386243386
5,2022-01-16,Tarda,0.3600041422297031
6,2022-01-16,Matí,0.2591001011122346
6,2022-01-16,Nit,0.12725792900651123
6,2022-01-16,Tarda,0.30787690570299264
7,2022-01-16,Matí,0.266365202411714
7,2022-01-16,Nit,0.05047302737520128
7,2022-01-16,Tarda,0.3569825236491903
8,2022-01-16,Matí,0.21656976744186046
8,2022-01-16,Nit,0.025645380434782608
8,2022-01-16,Tarda,0.3396915584415584
9,2022-01-16,Matí,0.1413237924865832
9,2022-01-16,Nit,0.028613898179115572
9,2022-01-16,Tarda,0.24877899877899878
10,2022-01-16,Matí,0.1613764927718416
10,2022-01-16,Nit,0.04290295730513122
10,2022-01-16,Tarda,0.21124371124371122
1,2022-01-17,Matí,0.5044977511244377
1,2022-01-17,Nit,0.03435782108945527
1,2022-01-17,Tarda,0.5193965517241379
2,2022-01-17,Matí,0.5480237154150197
2,2022-01-17,Nit,0.008893280632411068
2,2022-01-17,Tarda,0.5600378787878788
3,2022-01-17,Matí,0.5937031484257871
3,2022-01-17,Nit,0.0820839580209895
3,2022-01-17,Tarda,0.6181752873563219
4,2022-01-17,Matí,0.48740721102863205
4,2022-01-17,Nit,0.04772004241781548
4,2022-01-17,Tarda,0.48323170731707316
5,2022-01-17,Matí,0.6086956521739131
5,2022-01-17,Nit,0.024327122153209108
5,2022-01-17,Tarda,0.6359126984126984
6,2022-01-17,Matí,0.5382797731568998
6,2022-01-17,Nit,0.11247637051039698
6,2022-01-17,Tarda,0.5733695652173914
7,2022-01-17,Matí,0.5640096618357487
7,2022-01-17,Nit,0.033816425120772944
7,2022-01-17,Tarda,0.5931712962962963
8,2022-01-17,Matí,0.625
8,2022-01-17,Nit,0.025135869565217392
8,2022-01-17,Tarda,0.6468098958333334
9,2022-01-17,Matí,0.48202341137123744
9,2022-01-17,Nit,0.020066889632107024
9,2022-01-17,Tarda,0.4931891025641026
10,2022-01-17,Matí,0.35399529964747356
10,2022-01-17,Nit,0.038190364277320796
10,2022-01-17,Tarda,0.3681024774774775
1,2022-01-18,Matí,0.49327463927610665
1,2022-01-18,Nit,0.05584948641789392
1,2022-01-18,Tarda,0.5130507662835249
2,2022-01-18,Matí,0.560541586073501
2,2022-01-18,Nit,0.02611249478820076
2,2022-01-18,Tarda,0.5755681818181818
3,2022-01-18,Matí,0.6056493030080704
3,2022-01-18,Nit,0.13948170731707316
3,2022-01-18,Tarda,0.6246408045977011
4,2022-01-18,Matí,0.47989102231447844
4,2022-01-18,Nit,0.04563399785129656
4,2022-01-18,Tarda,0.5008892276422764
5,2022-01-18,Matí,0.6162613981762918
5,2022-01-18,Nit,0.04568448555420822
5,2022-01-18,Tarda,0.6597222222222222
6,2022-01-18,Matí,0.5619796484736356
6,2022-01-18,Nit,0.1360134137387092
6,2022-01-18,Tarda,0.5966938405797102
7,2022-01-18,Matí,0.5624507486209613
7,2022-01-18,Nit,0.05888043203044827
7,2022-01-18,Tarda,0.6062885802469136
8,2022-01-18,Matí,0.6269946808510638
8,2022-01-18,Nit,0.0423710367844446
8,2022-01-18,Tarda,0.65234375
9,2022-01-18,Matí,0.48527004909983634
9,2022-01-18,Nit,0.03347451247723544
9,2022-01-18,Tarda,0.5384615384615384
10,2022-01-18,Matí,0.336112708453134
10,2022-01-18,Nit,0.06494135702837855
10,2022-01-18,Tarda,0.35501126126126126
1,2022-01-19,Matí,0.5329437341254466
1,2022-01-19,Nit,0.0421455938697318
1,2022-01-19,Tarda,0.5263575108997226
2,2022-01-19,Matí,0.6409942117807286
2,2022-01-19,Nit,0.023358585858585856
2,2022-01-19,Tarda,0.6150470219435736
3,2022-01-19,Matí,0.6229820483016919
3,2022-01-19,Nit,0.06920498084291188
3,2022-01-19,Tarda,0.6587395957193817
4,2022-01-19,Matí,0.5018203929907221
4,2022-01-19,Nit,0.03489159891598916
4,2022-01-19,Tarda,0.5426128399215027
5,2022-01-19,Matí,0.6666951871657754
5,2022-01-19,Nit,0.028439153439153438
5,2022-01-19,Tarda,0.7011494252873564
6,2022-01-19,Matí,0.6146393095587038
6,2022-01-19,Nit,0.11669685990338165
6,2022-01-19,Tarda,0.6354322838580709
7,2022-01-19,Matí,0.6163649604660841
7,2022-01-19,Nit,0.031635802469135804
7,2022-01-19,Tarda,0.6343124733929332
8,2022-01-19,Matí,0.662248361423221
8,2022-01-19,Nit,0.026909722222222224
8,2022-01-19,Tarda,0.6756465517241379
9,2022-01-19,Matí,0.5283779890521464
9,2022-01-19,Nit,0.024038461538461536
9,2022-01-19,Tarda,0.5349248452696729
10,2022-01-19,Matí,0.3617395485373014
10,2022-01-19,Nit,0.037162162162162164
10,2022-01-19,Tarda,0.3730972351662007
1,2022-01-20,Matí,0.49449233716475094
1,2022-01-20,Nit,0.020913154533844187
1,2022-01-20,Tarda,0.5239463601532567
2,2022-01-20,Matí,0.5621212121212121
2,2022-01-20,Nit,0.014141414141414142
2,2022-01-20,Tarda,0.6018939393939394
3,2022-01-20,Matí,0.6117097701149425
3,2022-01-20,Nit,0.0603448275862069
3,2022-01-20,Tarda,0.6325431034482759
4,2022-01-20,Matí,0.5114329268292683
4,2022-01-20,Nit,0.023204607046070462
4,2022-01-20,Tarda,0.5326473577235772
5,2022-01-20,Matí,0.6378968253968254
5,2022-01-20,Nit,0.015542328042328041
5,2022-01-20,Tarda,0.6654265873015873
6,2022-01-20,Matí,0.5792572463768116
6,2022-01-20,Nit,0.1053743961352657
6,2022-01-20,Tarda,0.6098278985507246
7,2022-01-20,Matí,0.5723379629629629
7,2022-01-20,Nit,0.022119341563786008
7,2022-01-20,Tarda,0.6010802469135802
8,2022-01-20,Matí,0.6416015625
8,2022-01-20,Nit,0.016493055555555556
8,2022-01-20,Tarda,0.6630859375
9,2022-01-20,Matí,0.5040064102564102
9,2022-01-20,Nit,0.01014957264957265
9,2022-01-20,Tarda,0.515625
10,2022-01-20,Matí,0.3407939189189189
10,2022-01-20,Nit,0.019707207207207207
10,2022-01-20,Tarda,0.35684121621621623
1,2022-01-21,Matí,0.3544130530174171
1,2022-01-21,Nit,0.22701149425287356
1,2022-01-21,Tarda,0.5869252873563219
2,2022-01-21,Matí,0.3770782199625994
2,2022-01-21,Nit,0.1643939393939394
2,2022-01-21,Tarda,0.6299242424242424
3,2022-01-21,Matí,0.5051730732453624
3,2022-01-21,Nit,0.14224137931034483
3,2022-01-21,Tarda,0.663433908045977
4,2022-01-21,Matí,0.3705840595676459
4,2022-01-21,Nit,0.1173780487804878
4,2022-01-21,Tarda,0.5425558943089431
5,2022-01-21,Matí,0.4710008801718349
5,2022-01-21,Nit,0.1488095238095238
5,2022-01-21,Tarda,0.6659226190476191
6,2022-01-21,Matí,0.4402195895558128
6,2022-01-21,Nit,0.18659420289855072
6,2022-01-21,Tarda,0.6338315217391305
7,2022-01-21,Matí,0.442603225879928
7,2022-01-21,Nit,0.1381172839506173
7,2022-01-21,Tarda,0.6197916666666666
8,2022-01-21,Matí,0.5868880095114724
8,2022-01-21,Nit,0.18489583333333334
8,2022-01-21,Tarda,0.69921875
9,2022-01-21,Matí,0.39845530152578457
9,2022-01-21,Nit,0.09455128205128205
9,2022-01-21,Tarda,0.5560897435897436
10,2022-01-21,Matí,0.2887193011271118
